paper	phenotype	numaccessions	phenotypecategory	stressstrategy
Taji_Katori_JExpBot_2010_PID_20080827	salt_survival_days	217	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	ANGc_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	ANGLEr_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	ANGs_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	AREAc_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	AREAr_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	AREAs_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	CHLc_2013	143	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	CHLr_2013	143	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	CHLs_2013	144	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Dry0_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Dry500_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Dry500p0_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	DWc_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	DWr_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	DWs_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Elc_2013	111	Development	Tolerance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Elr_2013	111	Development	Tolerance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Els_2013	111	Development	Tolerance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Fresh_min_Dry0_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Fresh_min_Dry500_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Fresh_per_Dry0_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Fresh_per_dry500_2012	155	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Fresh0_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Fresh500_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Fresh500p0_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	FWc_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	FWr_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	FWs_2013	147	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Surf0_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Surf500_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	Surf500p0_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	WC500p0_2012	156	Development	Avoidance
Testerink_Julkowska_JExpBot_2016_PID_26873976	WCc_2013	147	Development	Tolerance
Testerink_Julkowska_JExpBot_2016_PID_26873976	WCr_2013	147	Development	Tolerance
Testerink_Julkowska_JExpBot_2016_PID_26873976	WCs_2013	147	Development	Tolerance
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_aLRL_vs_MRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_Apical	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_Basal	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_Branched	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_Depth	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_LRD_vs_BZ	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_LRD_vs_MR	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_LRL_vs_MRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_LRL_vs_noLR	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_LRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_MRL_vs_TRS	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_MRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_MRVA	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_MRVL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_noLRpMR	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_PC1	333	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_PC2	333	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_PC3	333	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_Straightness	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_0_mM_NaCl_TRS	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_aLRL_vs_MRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_Apical	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_Basal	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_Branched	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_Depth	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_LRD_vs_BZ	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_LRD_vs_MR	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_LRL_vs_MRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_LRL_vs_noLR	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_LRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_MRL_vs_TRS	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_MRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_MRVA	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_MRVL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_noLRpMR	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_PC1	333	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_PC2	333	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_PC3	333	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_Straightness	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_125_mM_NaCl_TRS	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_aLRL_vs_MRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_Apical	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_Basal	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_Branched	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_Depth	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_LRD_vs_BZ	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_LRD_vs_MR	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_LRL_vs_MRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_LRL_vs_noLR	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_LRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_MRL_vs_TRS	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_MRL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_MRVA	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_MRVL	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_noLRpMR	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_PC1	333	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_PC2	333	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_PC3	333	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_Straightness	336	Development	NA
Testerink_Julkowska_PlantCell_2017_PID_29114015	salt_75_mM_NaCl_TRS	336	Development	NA
Usadel_Voiniciuc_FronPlaSci_2016_PID_27375657	RR_stained_mucilage_area	175	Metabolite	NA
Vasseur_2018_PNAS_PID_29540570	Fruit_number	420	Development	Avoidance
Vasseur_2018_PNAS_PID_29540570	Growth_rate	420	Development	Escape
Vasseur_2018_PNAS_PID_29540570	RGR	420	Development	Escape
Vasseur_2018_PNAS_PID_29540570	rosette_DM	420	Development	Avoidance
Verslues_Kalladan_PNAS_2017_PID_29073083	ABA_96h_low_water_potential	269	Defense	Avoidance
Vosman_Broekgaarden_PlosOne_2015_PID_26699853	Oviposition_rate_eggs_female	340	Defense	NA
Vosman_Broekgaarden_PlosOne_2015_PID_26699853	Survival	340	Defense	NA
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	A0	318	Development	NA
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_A0	320	Development	NA
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_Fresh_Weight_28	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_11	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_14	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_16	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_18	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_20	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_22	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_24	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_25	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_26	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_27	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_28	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_projected_leaf_area_day_8	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_r	320	Development	Escape
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_Relative_Water_Content_24	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	drought_Water_Content_24	320	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	Fresh_Weight_28	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_11	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_14	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_16	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_18	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_20	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_22	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_24	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_25	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_26	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_27	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_28	318	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	projected_leaf_area_day_8	318	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	r	318	Development	Escape
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	Relative_Water_Content_24	319	Development	Avoidance
Vreugdenhil_Bac-Molenaar_PlaCelEnv_2016_PID_26138664	Water_Content_24	319	Development	Avoidance
Weigel_Exposito-Alonso_NatEcoEvo_2018_PID_29255303	drought_index	211	Development	Avoidance
Weigel_Exposito-Alonso_NatEcoEvo_2018_PID_29255303	Survival_insitu_Madrid	210	Development	NA
Weigel_Exposito-Alonso_NatEcoEvo_2018_PID_29255303	Survival_insitu_Tubingen	210	Development	NA
Yanagisawa_Sakuraba_NatPlants_2018_PID_30518831	Pi_uptake_under_Pi_deficient_conditions	160	Development	NA
Yanagisawa_Sakuraba_NatPlants_2018_PID_30518831	Pi_uptake_under_Pi_sufficient_conditions	160	Development	NA
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	base_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d11_10C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d11_4C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d15_10C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d15_4C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d22_10C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d22_4C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d32_10C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d32_4C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d4_10C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d4_4C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d8_10C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	d8_4C_perc	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	DSDS50	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	DTbolt	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	DTflower	559	Reproduction	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	DTfruit	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	DTgerm	559	Development	Escape
Schmitt_Martinez-Berdeja_PNAS_2020_PID_foreditMR	DTharvest	559	Development	Escape
