paper	phenotype	numaccessions	phenotypecategory	stressstrategy	pve	rho	raw_var	imp_var	rawquant_var	impquant_var	n
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Leaf_Area	91	Metabolite	Tolerance	0.992719	0.453475	0.183686654960492	0.0349297490900092	0.995949108197052	0.999277379569293	68
Kliebenstein_Chan_PlosBio_2011_PID_21857804	N_methoxy_indol_3_ylmethyl	90	Metabolite	Tolerance	0.999983	0.730883	0.00168548168249661	0.000148055203987289	0.932959971090069	0.995274795396701	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Pent_4_enyl	90	Metabolite	Tolerance	0.999983	0.999664	0.217387064676617	0.0155454625122874	0.471850537686177	0.958208551892438	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	R_2_hydroxy_but_3_enyl_1	90	Metabolite	Tolerance	0.999983	0.999999	9.77033116236997	0.751758327868883	0.603617690679103	0.977843332245515	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	R_2_hydroxy_but_3_enyl	92	Metabolite	Tolerance	0.159474	1	0.00407053878942882	0.000278499049537795	0.406524932570205	0.948091304848968	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	S_2_hydroxy_but_3_enyl_1	90	Metabolite	Tolerance	0.999983	1	0.968394120307553	0.074768143450155	0.505976887903895	0.973182198469067	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	S_2_hydroxy_but_3_enyl	92	Metabolite	Tolerance	7.67562e-06	1	0.00140011423699915	9.37655133285163e-05	0.19667065186182	0.462205059477978	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Unknown_Alkenyl_1	88	Metabolite	Tolerance	0.999984	1	0.00532033653846154	0.000375714537724635	0.477696925737406	0.973714162841063	65
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Unknown_Alkenyl	92	Metabolite	Tolerance	7.67562e-06	10	0	0	0	0	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Unknown_Glucosinolate_Like_1	92	Metabolite	Tolerance	0.772495	0.794397	7.30589839684569	0.572323383392686	0.682630695351235	0.98014175775305	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	Unknown_Glucosinolate_Like_2	92	Metabolite	Tolerance	0.0571524	1	35.7438556884058	3.53072565448731	0.99615103142823	0.999166677590724	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_benzoyloxypropyl	92	Metabolite	Tolerance	0.999987	0.981118	0.00582272293265132	0.000445799717082411	0.853882502782751	0.990351778321463	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_hydroxypropyl_1	90	Metabolite	Tolerance	0.999983	1	24.2770276797829	1.94448116295554	0.471927873811161	0.958113974589151	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_hydroxypropyl	92	Metabolite	Tolerance	0.965473	0.726599	0.143040835464621	0.0104601279500669	0.987569435718042	0.998097874569775	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_methylsulfinylpropyl_1	90	Metabolite	Tolerance	0.999983	0.884969	3.74714789687924	0.259277174071852	0.649709115401728	0.979682689629564	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_methylsulfinylpropyl	92	Metabolite	Tolerance	0.99881	0.849817	0.0295159948849105	0.00229183143462198	0.747488388288451	0.983987474524577	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_methylthiopropyl_1	90	Metabolite	Tolerance	0.999983	0.874862	0.0660370872908186	0.00543521452210801	0.339501605447897	0.809289087101952	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X3_methylthiopropyl	92	Metabolite	Tolerance	0.85601	0.915007	0.0318693810741688	0.00249807375776939	0.78193427782132	0.985879299769135	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_benzoyloxybutyl_plus_2_benzoyloxy_but_3_enyl	92	Metabolite	Tolerance	0.829682	0.795288	0.0419982216538789	0.00326505783633266	0.996060272821282	0.999274761410572	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_hydroxy_indol_3_ylmethyl	90	Metabolite	Tolerance	0.734495	0.998389	0.000156218905472637	1.24900647662557e-05	0.589298844993568	0.974449484782196	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_hydroxybutyl	92	Metabolite	Tolerance	0.999987	0.838472	0.0131649398976982	0.000983547806828271	0.619249196901939	0.977331280382047	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_methoxy_indol_3_ylmethyl	90	Metabolite	Tolerance	6.02452e-06	1	0.0374150158299412	0.00288188681705242	0.995083691910459	0.999106189302238	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_methylsulfinylbutyl_1	90	Metabolite	Tolerance	0.999983	0.999982	1.34777824513795	0.106068950226915	0.365958664782562	0.966820262867095	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_methylsulfinylbutyl	92	Metabolite	Tolerance	0.999987	0.881136	0.0266530490196078	0.00200755101240752	0.662483439659702	0.979618962261306	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X4_methylthiobutyl	90	Metabolite	Tolerance	0.999983	0.947306	1.76097317955676	0.138579527592523	0.365958664782562	0.914684215078418	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X5_methylsulfinylpentyl_1	90	Metabolite	Tolerance	0.999983	1	0.0010116236996834	7.51469267417197e-05	0.454607713511916	0.96849000303582	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X5_methylsulfinylpentyl	92	Metabolite	Tolerance	0.999987	0.988362	0.000258193520886616	1.98570314927472e-05	0.570741031563515	0.975790387665957	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X5_methylthiolpentyl	92	Metabolite	Tolerance	0.999987	0.99766	0.000216156436487639	1.55618730932569e-05	0.583389423390839	0.976275587306941	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X7_methylsulfinylheptyl	92	Metabolite	Tolerance	0.673385	0.799307	0.00345904731457801	0.000267154565105315	0.995580665658909	0.999156341687087	69
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X7_methylthioheptyl	90	Metabolite	Tolerance	0.999983	0.85453	0.0241431931252827	0.00209358100314663	0.910197402856796	0.993926275604762	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X8_methylsulfinyloctyl	90	Metabolite	Tolerance	0.00822068	1	0.692708276797829	0.0461994002398744	0.995704044381365	0.998760488130123	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	X8_methylthiooctyl	90	Metabolite	Tolerance	0.995351	0.484808	0.0424467661691542	0.003076733583075	0.992629337618001	0.999085028851779	67
