h_mean	h_median	h_2.5%	h_97.5%	PVE_mean	PVE_median	PVE_2.5%	PVE_97.5%	rho_mean	rho_median	rho_2.5%	rho_97.5%	PGE_mean	PGE_median	PGE_2.5%	PGE_97.5%	pi_mean	pi_median	pi_2.5%	pi_97.5%	n.gamma_mean	n.gamma_median	n.gamma_2.5%	n.gamma_97.5%	pheno
0.420408767347978	0.416277	0.09345952975	0.7722727575	0.281573093230801	0.28234755	0.04643628725	0.5187030375	0.461719767239075	0.45784095	0.02447988725	0.9362514	0.118369188115647	0.05324014	0	0.60647142	0.000193646184046	8.5303495e-05	1.6711312e-05	0.001088414775	12.10197	5	0	72	G6MTH
0.56369203059863	0.5673891	0.24437198	0.84958409	0.3925649798976	0.39549115	0.166309275	0.6037260175	0.564116846093678	0.60177895	0.03303858675	0.979212435	0.276140611217985	0.19162785	0	0.8908662175	0.0007946440944367	0.00021289865	1.793142e-05	0.004282600625	51.50057	15	0	276	G7MSH
0.6311562751398	0.63670025	0.3634295	0.866066935	0.5176124623043	0.5220161	0.2996007425	0.71250467	0.443633995426163	0.4421645	0.02422774175	0.89877386	0.131630964845127	0.080551205	0	0.5605509925	0.000576909506065	0.0001917219	1.700698775e-05	0.00225169355	37.30138	12	0	144	G7MTH
0.639614975902189	0.6863193	0.113552205	0.93770988	0.249678933332165	0.243122	0.05606814	0.4783825	0.868776969501391	0.941961	0.211259435	0.9980448275	0.54697624521458	0.55039115	0.04003278075	0.9760752	0.0006469757223496	4.7737105e-05	1.629786e-05	0.004110944075	42.14948	4	1	264	G8MSO
0.52529864214294	0.52537825	0.2338135325	0.820640635	0.38867146944885	0.38852535	0.16754199	0.60652153	0.491562573207886	0.49462485	0.02713074975	0.9648336275	0.196749377097734	0.11030635	0	0.8423025	0.0009111064600367	0.00042968475	1.875336525e-05	0.003854470175	58.85642	28	0	249	G8MTO
0.289048403362535	0.2657066	0.0147731665	0.698557419999999	0.177942384189292	0.15413985	0.005975755325	0.4772357575	0.533705378055536	0.5528542	0.0312774645	0.97698344	0.224908436384589	0.12823915	0	0.8784797025	0.00016328699796788	7.574708e-05	9.229101625e-06	0.001006565675	19.34777	9	0	121	16S_OTU0_1
0.825461517305154	0.9820933	0.100968025	0.9940349	0.718794935968533	0.9016697	0.0544539715	0.9561948	0.879193029642152	0.9961571	0.1566929375	0.9998892	0.785964736897954	0.973887	0.03974574	0.9990753	0.001075998416925	0.0005114106	0.0004453281	0.00248462485	130.82332	63	56	292	16S_OTU10_11
0.326227703774845	0.29637575	0.01533173	0.786960095	0.203590771703931	0.1709966	0.006101803225	0.565253135	0.539505902859224	0.5624533	0.0299643915	0.9784800525	0.22440082268778	0.1296547	0	0.8636394625	0.00017649985910673	6.4802745e-05	9.059885625e-06	0.0008082040325	21.12515	8	0	95.0249999999942	16S_OTU101_102
0.322250204180801	0.2933586	0.0148052505	0.776889887499999	0.194506374712428	0.162306	0.006388736525	0.5538209	0.588976486439049	0.6325207	0.04168016575	0.9851213	0.298667427689645	0.21411165	0	0.92540511	0.0004290748756187	0.00019264155	9.53151845e-06	0.00180619755	51.54035	23	0	214	16S_OTU1026_1027
0.24506614976348	0.203666	0.008791876925	0.6921699975	0.136610927433647	0.1038661	0.00360475955	0.4390142875	0.566581382931286	0.601347	0.0349190505	0.9840874325	0.252812746197251	0.15734155	0	0.9001441375	0.00020640053157258	9.995869e-05	9.40783335e-06	0.0009790054925	24.60414	12	0	116	16S_OTU1037_1038
0.572093018048673	0.60997905	0.043163319	0.9589537675	0.423363832802602	0.4074443	0.01821853175	0.8860406	0.644200524362971	0.7140593	0.0559080135	0.9859418	0.379892793486162	0.3428215	0	0.9365013	0.0001656153002009	9.638186e-05	9.691357475e-06	0.000830883385	20.36102	13	0	101	16S_OTU104_105
